,name,code,url,gasDayStart,inventory,sendOut,dtmi,dtrs,info,status
0,Belgium,BE,BE,2022-12-02,539.78,268.6,566,541,[],C
1,Belgium,BE,BE,2022-12-01,558.22,339.5,566,541,[],C
2,Belgium,BE,BE,2022-11-30,342.31,466.9,566,541,[],C
3,Belgium,BE,BE,2022-11-29,206.58,487.3,566,541,[],C
4,Belgium,BE,BE,2022-11-28,408.93,509.6,566,541,[],C
5,Belgium,BE,BE,2022-11-27,409.58,484.6,566,541,[],C
6,Belgium,BE,BE,2022-11-26,405.18,448.2,566,541,[],C
7,Belgium,BE,BE,2022-11-25,468.5,484.8,566,541,[],C
8,Belgium,BE,BE,2022-11-24,338.18,400.3,566,541,[],C
9,Belgium,BE,BE,2022-11-23,300.52,445.7,566,541,[],C
10,Belgium,BE,BE,2022-11-22,355,499.5,566,541,[],C
11,Belgium,BE,BE,2022-11-21,431.24,490.5,566,541,[],C
12,Belgium,BE,BE,2022-11-20,235.32,381.4,566,541,[],C
13,Belgium,BE,BE,2022-11-19,293.29,386.6,566,541,[],C
14,Belgium,BE,BE,2022-11-18,228.11,386.6,566,541,[],C
15,Belgium,BE,BE,2022-11-17,266.33,399.2,566,541,[],C
16,Belgium,BE,BE,2022-11-16,313.92,392.9,566,541,[],C
17,Belgium,BE,BE,2022-11-15,373.3,486.7,566,541,[],C
18,Belgium,BE,BE,2022-11-14,414.86,385.7,566,541,[],C
19,Belgium,BE,BE,2022-11-13,353.44,354.6,566,541,[],C
20,Belgium,BE,BE,2022-11-12,410.91,347,566,541,[],C
21,Belgium,BE,BE,2022-11-11,342.93,332,566,541,[],C
22,Belgium,BE,BE,2022-11-10,375.27,354.1,566,541,[],C
23,Belgium,BE,BE,2022-11-09,340.17,346.5,566,541,[],C
24,Belgium,BE,BE,2022-11-08,363.97,407.4,566,541,[],C
25,Belgium,BE,BE,2022-11-07,394.5,352.1,566,541,[],C
26,Belgium,BE,BE,2022-11-06,293.21,320.4,566,541,[],C
27,Belgium,BE,BE,2022-11-05,403.74,318.8,566,541,[],C
28,Belgium,BE,BE,2022-11-04,376.82,294.1,566,541,[],C
29,Belgium,BE,BE,2022-11-03,325.98,340.1,566,541,[],C
30,Belgium,BE,BE,2022-11-02,491.72,379.3,566,541,[],C
31,Belgium,BE,BE,2022-11-01,549.38,372.4,566,541,[],C
32,Belgium,BE,BE,2022-10-31,477.53,405.9,566,541,[],C
33,Belgium,BE,BE,2022-10-30,536.31,329.3,566,541,[],C
34,Belgium,BE,BE,2022-10-29,497.08,314.5,566,563.5,[],C
35,Belgium,BE,BE,2022-10-28,457.59,341,566,541,[],C
36,Belgium,BE,BE,2022-10-27,489.45,307.6,566,541,[],C
37,Belgium,BE,BE,2022-10-26,408.04,373,566,541,[],C
38,Belgium,BE,BE,2022-10-25,331.83,365.5,566,541,[],C
39,Belgium,BE,BE,2022-10-24,244.85,301,566,541,[],C
40,Belgium,BE,BE,2022-10-23,355.83,361.2,566,541,[],C
41,Belgium,BE,BE,2022-10-22,459.25,350.1,566,541,[],C
42,Belgium,BE,BE,2022-10-21,427.44,335.8,566,541,[],C
43,Belgium,BE,BE,2022-10-20,484.25,304.4,566,541,[],C
44,Belgium,BE,BE,2022-10-19,469.01,385.7,566,541,[],C
45,Belgium,BE,BE,2022-10-18,453.31,225.7,566,541,[],C
46,Belgium,BE,BE,2022-10-17,482.29,410.2,566,541,[],C
47,Belgium,BE,BE,2022-10-16,415.49,389.4,566,541,[],C
48,Belgium,BE,BE,2022-10-15,399.77,387.4,571.58,541,[],C
49,Belgium,BE,BE,2022-10-14,325.19,455.9,566,541,[],C
50,Belgium,BE,BE,2022-10-13,432.05,444.5,566,541,[],C
51,Belgium,BE,BE,2022-10-12,431.73,479.2,566,541,[],C
52,Belgium,BE,BE,2022-10-11,352.35,464.4,566,541,[],C
53,Belgium,BE,BE,2022-10-10,315.69,415.6,566,541,[],C
54,Belgium,BE,BE,2022-10-09,352.79,379.1,566,541,[],C
55,Belgium,BE,BE,2022-10-08,352.8,379.1,566,541,[],C
56,Belgium,BE,BE,2022-10-07,291.53,385.9,566,541,[],C
57,Belgium,BE,BE,2022-10-06,350.15,354.5,566,541,[],C
58,Belgium,BE,BE,2022-10-05,285.57,212.3,566,541,[],C
59,Belgium,BE,BE,2022-10-04,244.81,291.3,566,541,[],C
60,Belgium,BE,BE,2022-10-03,293.1,406.2,566,541,[],C
61,Belgium,BE,BE,2022-10-02,362.23,415.5,566,541,[],C
62,Belgium,BE,BE,2022-10-01,440.09,425.6,566,541,[],C
63,Belgium,BE,BE,2022-09-30,413.15,344,566,541,[],C
64,Belgium,BE,BE,2022-09-29,395.52,423,566,541,[],C
65,Belgium,BE,BE,2022-09-28,360.16,433.7,566,541,[],C
66,Belgium,BE,BE,2022-09-27,340.94,425.7,566,541,[],C
67,Belgium,BE,BE,2022-09-26,400.77,466.5,566,541,[],C
68,Belgium,BE,BE,2022-09-25,459.41,353.6,566,541,[],C
69,Belgium,BE,BE,2022-09-24,390.25,356.8,566,541,[],C
70,Belgium,BE,BE,2022-09-23,447.35,414.2,566,541,[],C
71,Belgium,BE,BE,2022-09-22,405.99,399.4,566,541,[],C
72,Belgium,BE,BE,2022-09-21,238.39,386.7,566,541,[],C
73,Belgium,BE,BE,2022-09-20,297.72,370.7,566,541,[],C
74,Belgium,BE,BE,2022-09-19,235.81,370.1,566,541,[],C
75,Belgium,BE,BE,2022-09-18,273.39,276.5,566,541,[],C
76,Belgium,BE,BE,2022-09-17,263.44,245.8,566,541,[],C
77,Belgium,BE,BE,2022-09-16,302.88,181.6,566,541,[],C
78,Belgium,BE,BE,2022-09-15,336.07,4,566,541,[],C
79,Belgium,BE,BE,2022-09-14,337.09,5.2,566,541,[],C
80,Belgium,BE,BE,2022-09-13,338.12,3.7,566,541,[],C
81,Belgium,BE,BE,2022-09-12,339.1,4.4,566,541,[],C
82,Belgium,BE,BE,2022-09-11,340.13,4.8,566,541,[],C
83,Belgium,BE,BE,2022-09-10,340.98,4.4,566,541,[],C
84,Belgium,BE,BE,2022-09-09,341.84,6.4,566,541,[],C
85,Belgium,BE,BE,2022-09-08,343.33,408.4,566,541,[],C
86,Belgium,BE,BE,2022-09-07,320.92,425.8,566,541,[],C
87,Belgium,BE,BE,2022-09-06,305.49,439.4,566,541,[],C
88,Belgium,BE,BE,2022-09-05,356.98,333,566,541,[],C
89,Belgium,BE,BE,2022-09-04,256.85,252.1,566,541,[],C
90,Belgium,BE,BE,2022-09-03,301.04,261.5,566,541,[],C
91,Belgium,BE,BE,2022-09-02,334.2,369,566,541,[],C
92,Belgium,BE,BE,2022-09-01,380.68,322.8,632.54,541,[],C
93,Belgium,BE,BE,2022-08-31,380.21,314.9,566,541,[],C
94,Belgium,BE,BE,2022-08-30,313.33,263.4,566,541,[],C
95,Belgium,BE,BE,2022-08-29,354.26,273.1,566,541,[],C
96,Belgium,BE,BE,2022-08-28,272.29,224.3,566,541,[],C
97,Belgium,BE,BE,2022-08-27,288.67,254.2,566,541,[],C
98,Belgium,BE,BE,2022-08-26,317.05,325.1,566,541,[],C
99,Belgium,BE,BE,2022-08-25,363.94,320.6,566,541,[],C
100,Belgium,BE,BE,2022-08-24,292.76,322,566,541,[],C
101,Belgium,BE,BE,2022-08-23,320.94,331.3,566,541,[],C
102,Belgium,BE,BE,2022-08-22,373.2,321.1,566,541,[],C
103,Belgium,BE,BE,2022-08-21,285.31,291.3,566,541,[],C
104,Belgium,BE,BE,2022-08-20,441.74,293,566,541,[],C
105,Belgium,BE,BE,2022-08-19,481.82,325.9,566,541,[],C
106,Belgium,BE,BE,2022-08-18,280.51,341.6,565.63,541,[],C
107,Belgium,BE,BE,2022-08-17,332.08,405.7,566,541,[],C
108,Belgium,BE,BE,2022-08-16,316.41,329.7,566,541,[],C
109,Belgium,BE,BE,2022-08-15,225.27,325,566,541,[],C
110,Belgium,BE,BE,2022-08-14,278.49,338.5,566,541,[],C
111,Belgium,BE,BE,2022-08-13,328.09,321.4,566,541,[],C
112,Belgium,BE,BE,2022-08-12,179.93,183.5,566,541,[],C
113,Belgium,BE,BE,2022-08-11,187.28,521,566,541,[],C
114,Belgium,BE,BE,2022-08-10,275.1,214.2,566,541,[],C
115,Belgium,BE,BE,2022-08-09,309.27,257,566,541,[],C
116,Belgium,BE,BE,2022-08-08,210.41,326.6,566,541,[],C
117,Belgium,BE,BE,2022-08-07,264.12,293.7,566,541,[],C
118,Belgium,BE,BE,2022-08-06,300.38,317.5,566,541,[],C
119,Belgium,BE,BE,2022-08-05,343.86,336,566,541,[],C
120,Belgium,BE,BE,2022-08-04,396.27,477.2,566,541,[],C
121,Belgium,BE,BE,2022-08-03,463.23,365.9,566,541,[],C
122,Belgium,BE,BE,2022-08-02,300.31,382.8,566,541,[],C
123,Belgium,BE,BE,2022-08-01,357.71,364.7,566,541,[],C
124,Belgium,BE,BE,2022-07-31,273.11,295,563.68,541,[],C
125,Belgium,BE,BE,2022-07-30,187.41,289.5,566,541,[],C
126,Belgium,BE,BE,2022-07-29,222.81,307.4,566,541,[],C
127,Belgium,BE,BE,2022-07-28,270.02,372.4,566,541,[],C
128,Belgium,BE,BE,2022-07-27,326.23,392.2,566,541,[],C
129,Belgium,BE,BE,2022-07-26,274.79,384.1,566,541,[],C
130,Belgium,BE,BE,2022-07-25,308.06,389.6,566,541,[],C
131,Belgium,BE,BE,2022-07-24,372.33,417.4,566,541,[],C
132,Belgium,BE,BE,2022-07-23,274.25,342.5,577.02,541,[],C
133,Belgium,BE,BE,2022-07-22,325.59,433.7,566,541,[],C
134,Belgium,BE,BE,2022-07-21,382.52,391.7,566,541,[],C
135,Belgium,BE,BE,2022-07-20,307.97,430.2,566,541,[],C
136,Belgium,BE,BE,2022-07-19,364.1,413.4,566,541,[],C
137,Belgium,BE,BE,2022-07-18,293.97,418.7,566,541,[],C
138,Belgium,BE,BE,2022-07-17,350.26,347.6,566,541,[],C
139,Belgium,BE,BE,2022-07-16,382.64,364.9,566,541,[],C
140,Belgium,BE,BE,2022-07-15,326.63,428.7,566,541,[],C
141,Belgium,BE,BE,2022-07-14,396.15,404.8,566,541,[],C
142,Belgium,BE,BE,2022-07-13,345.26,419.7,566,541,[],C
143,Belgium,BE,BE,2022-07-12,375.85,413.2,566,541,[],C
144,Belgium,BE,BE,2022-07-11,452.64,494.2,566,541,[],C
145,Belgium,BE,BE,2022-07-10,387.61,487.4,566,541,[],C
146,Belgium,BE,BE,2022-07-09,453.42,490,566,541,[],C
147,Belgium,BE,BE,2022-07-08,448.19,422.9,566,541,[],C
148,Belgium,BE,BE,2022-07-07,422.95,447.2,563.68,541,[],C
149,Belgium,BE,BE,2022-07-06,504.7,429.4,563.68,541,[],C
150,Belgium,BE,BE,2022-07-05,329,448.5,563.68,541,[],C
151,Belgium,BE,BE,2022-07-04,339.83,419.6,563.68,541,[],C
152,Belgium,BE,BE,2022-07-03,386.26,335.1,563.68,541,[],C
153,Belgium,BE,BE,2022-07-02,298.8,313.3,563.68,541,[],C
154,Belgium,BE,BE,2022-07-01,350.02,485.4,563.68,541,[],C
155,Belgium,BE,BE,2022-06-30,412.2,320,563.68,541,[],C
156,Belgium,BE,BE,2022-06-29,331.65,395.8,563.68,541,[],C
157,Belgium,BE,BE,2022-06-28,247.16,333.7,563.68,541,[],C
158,Belgium,BE,BE,2022-06-27,388.65,296,563.68,541,[],C
159,Belgium,BE,BE,2022-06-26,494.35,312.7,563.68,541,[],C
160,Belgium,BE,BE,2022-06-25,319.32,325.4,563.68,541,[],C
161,Belgium,BE,BE,2022-06-24,446.1,348.3,563.68,541,[],C
162,Belgium,BE,BE,2022-06-23,323.35,322.5,563.68,541,[],C
163,Belgium,BE,BE,2022-06-22,282.4,478.9,563.68,541,[],C
164,Belgium,BE,BE,2022-06-21,348.41,423.7,563.68,541,[],C
165,Belgium,BE,BE,2022-06-20,408.13,426.2,563.68,541,[],C
166,Belgium,BE,BE,2022-06-19,344.49,306.7,563.68,541,[],C
167,Belgium,BE,BE,2022-06-18,374.13,293,563.68,541,[],C
168,Belgium,BE,BE,2022-06-17,249.27,325.9,563.68,541,[],C
169,Belgium,BE,BE,2022-06-16,363.03,455.1,563.68,541,[],C
170,Belgium,BE,BE,2022-06-15,407.18,457.6,563.68,541,[],C
171,Belgium,BE,BE,2022-06-14,452.96,458.3,563.68,541,[],C
172,Belgium,BE,BE,2022-06-13,365.07,392.5,563.68,541,[],C
173,Belgium,BE,BE,2022-06-12,250.41,364.3,563.68,541,[],C
174,Belgium,BE,BE,2022-06-11,384.27,331.8,563.68,541,[],C
175,Belgium,BE,BE,2022-06-10,349.49,412.1,563.68,541,[],C
176,Belgium,BE,BE,2022-06-09,275.07,367.7,563.68,541,[],C
177,Belgium,BE,BE,2022-06-08,331.34,454.4,563.68,541,[],C
178,Belgium,BE,BE,2022-06-07,342.42,396.6,563.68,541,[],C
179,Belgium,BE,BE,2022-06-06,280.95,364.7,563.68,541,[],C
180,Belgium,BE,BE,2022-06-05,330.63,360.3,563.68,541,[],C
181,Belgium,BE,BE,2022-06-04,373.17,357.1,563.68,541,[],C
182,Belgium,BE,BE,2022-06-03,444.13,370.1,563.68,541,[],C
183,Belgium,BE,BE,2022-06-02,325.76,377.3,563.68,541,[],C
184,Belgium,BE,BE,2022-06-01,413.37,450.1,563.68,541,[],C
185,Belgium,BE,BE,2022-05-31,312.68,306,563.68,541,[],C
186,Belgium,BE,BE,2022-05-30,361.86,301.3,563.68,541,[],C
187,Belgium,BE,BE,2022-05-29,207.14,125.6,563.68,541,[],C
188,Belgium,BE,BE,2022-05-28,229.79,127.9,563.68,541,[],C
189,Belgium,BE,BE,2022-05-27,237.59,286,563.68,541,[],C
190,Belgium,BE,BE,2022-05-26,324.61,286.6,563.68,541,[],C
191,Belgium,BE,BE,2022-05-25,313.7,306.5,563.68,541,[],C
192,Belgium,BE,BE,2022-05-24,223.22,275.6,563.68,541,[],C
193,Belgium,BE,BE,2022-05-23,266.98,279.2,563.68,541,[],C
194,Belgium,BE,BE,2022-05-22,308.41,238.8,563.68,541,[],C
195,Belgium,BE,BE,2022-05-21,337.88,272.4,563.68,541,[],C
196,Belgium,BE,BE,2022-05-20,391.4,276.8,563.68,541,[],C
197,Belgium,BE,BE,2022-05-19,419.6,191.9,563.68,541,[],C
198,Belgium,BE,BE,2022-05-18,448.23,313.9,563.68,541,[],C
199,Belgium,BE,BE,2022-05-17,420.08,253.2,563.68,541,[],C
200,Belgium,BE,BE,2022-05-16,370.29,235.1,563.68,541,[],C
201,Belgium,BE,BE,2022-05-15,258.23,219.6,563.68,541,[],C
202,Belgium,BE,BE,2022-05-14,294.77,248.3,563.68,541,[],C
203,Belgium,BE,BE,2022-05-13,332.47,312.7,563.68,541,[],C
204,Belgium,BE,BE,2022-05-12,401.38,370.3,563.68,541,[],C
205,Belgium,BE,BE,2022-05-11,455.16,317.2,563.68,541,[],C
206,Belgium,BE,BE,2022-05-10,414.92,318.2,563.68,541,[],C
207,Belgium,BE,BE,2022-05-09,400.44,304,563.68,541,[],C
208,Belgium,BE,BE,2022-05-08,450.65,272.9,563.68,541,[],C
209,Belgium,BE,BE,2022-05-07,323.61,283,563.68,541,[],C
210,Belgium,BE,BE,2022-05-06,369.17,244,563.68,541,[],C
211,Belgium,BE,BE,2022-05-05,434.1,325.4,563.68,541,[],C
212,Belgium,BE,BE,2022-05-04,294.27,345.5,563.68,541,[],C
213,Belgium,BE,BE,2022-05-03,236.34,353.6,563.68,541,[],C
214,Belgium,BE,BE,2022-05-02,304.56,291.6,563.68,541,[],C
215,Belgium,BE,BE,2022-05-01,356.54,300.7,563.68,541,[],C
216,Belgium,BE,BE,2022-04-30,241.77,303.2,563.68,541,[],C
217,Belgium,BE,BE,2022-04-29,305.95,424,563.68,541,[],C
218,Belgium,BE,BE,2022-04-28,340.9,477.9,563.68,541,[],C
219,Belgium,BE,BE,2022-04-27,352.08,459,563.68,541,[],C
220,Belgium,BE,BE,2022-04-26,310.99,507.1,563.68,541,[],C
221,Belgium,BE,BE,2022-04-25,368.04,425.5,563.68,541,[],C
222,Belgium,BE,BE,2022-04-24,286.76,403.7,563.68,541,[],C
223,Belgium,BE,BE,2022-04-23,368.86,395.2,563.68,541,[],C
224,Belgium,BE,BE,2022-04-22,379.01,380.7,563.68,541,[],C
225,Belgium,BE,BE,2022-04-21,290.13,380.5,563.68,541,[],C
226,Belgium,BE,BE,2022-04-20,481.39,389.4,563.68,541,[],C
227,Belgium,BE,BE,2022-04-19,396.42,320.7,563.68,541,[],C
228,Belgium,BE,BE,2022-04-18,480.9,403.8,563.68,541,[],C
229,Belgium,BE,BE,2022-04-17,506.15,359.9,563.68,541,[],C
230,Belgium,BE,BE,2022-04-16,408.91,342.4,563.68,541,[],C
231,Belgium,BE,BE,2022-04-15,291.93,361.4,563.68,541,[],C
232,Belgium,BE,BE,2022-04-14,342.29,392,563.68,541,[],C
233,Belgium,BE,BE,2022-04-13,234.81,417.1,563.68,541,[],C
234,Belgium,BE,BE,2022-04-12,359.61,396.3,563.68,541,[],C
235,Belgium,BE,BE,2022-04-11,441.15,404.8,563.68,541,[],C
236,Belgium,BE,BE,2022-04-10,321.42,378.4,563.68,541,[],C
237,Belgium,BE,BE,2022-04-09,470.8,394.3,563.68,541,[],C
238,Belgium,BE,BE,2022-04-08,384.86,419.2,563.68,541,[],C
239,Belgium,BE,BE,2022-04-07,323.37,409.6,563.68,541,[],C
240,Belgium,BE,BE,2022-04-06,338.07,324.6,563.68,541,[],C
241,Belgium,BE,BE,2022-04-05,289.37,326.1,563.68,541,[],C
242,Belgium,BE,BE,2022-04-04,354.92,369.8,563.68,541,[],C
243,Belgium,BE,BE,2022-04-03,240.82,314.9,563.68,541,[],C
244,Belgium,BE,BE,2022-04-02,215.2,258.3,563.68,541,[],C
245,Belgium,BE,BE,2022-04-01,176.74,401.8,563.68,541,[],C
246,Belgium,BE,BE,2022-03-31,242.63,450.6,562.18,541,[],C
247,Belgium,BE,BE,2022-03-30,310.69,412.5,562.18,541,[],C
248,Belgium,BE,BE,2022-03-29,217.17,451.6,562.18,541,[],C
249,Belgium,BE,BE,2022-03-28,285.92,395.7,562.18,541,[],C
250,Belgium,BE,BE,2022-03-27,253.64,347.8,562.18,541,[],C
251,Belgium,BE,BE,2022-03-26,227.01,331.6,562.18,518.4,[],C
252,Belgium,BE,BE,2022-03-25,319.9,459.5,562.18,541,[],C
253,Belgium,BE,BE,2022-03-24,340.93,385.7,562.18,541,[],C
254,Belgium,BE,BE,2022-03-23,233.69,411.5,562.18,541,[],C
255,Belgium,BE,BE,2022-03-22,303.87,382.1,562.18,541,[],C
256,Belgium,BE,BE,2022-03-21,336.17,423.4,562.18,541,[],C
257,Belgium,BE,BE,2022-03-20,260.6,422.9,562.18,541,[],C
258,Belgium,BE,BE,2022-03-19,329.36,411,562.18,541,[],C
259,Belgium,BE,BE,2022-03-18,558.11,360.8,562.18,541,[],C
260,Belgium,BE,BE,2022-03-17,285.23,337.2,562.18,541,[],C
261,Belgium,BE,BE,2022-03-16,163.42,290.1,562.18,541,[],C
262,Belgium,BE,BE,2022-03-15,228.37,268.7,562.18,541,[],C
263,Belgium,BE,BE,2022-03-14,241.73,190.2,562.18,541,[],C
264,Belgium,BE,BE,2022-03-13,277.63,150.7,562.18,541,[],C
265,Belgium,BE,BE,2022-03-12,293.89,161.7,562.18,541,[],C
266,Belgium,BE,BE,2022-03-11,158.37,196.5,562.18,541,[],C
267,Belgium,BE,BE,2022-03-10,184.01,123.4,562.18,541,[],C
268,Belgium,BE,BE,2022-03-09,201.25,143,562.18,541,[],C
269,Belgium,BE,BE,2022-03-08,251.4,140.7,562.18,541,[],C
270,Belgium,BE,BE,2022-03-07,394.4,79.9,562.18,541,[],C
271,Belgium,BE,BE,2022-03-06,192.42,31.8,562.18,541,[],C
272,Belgium,BE,BE,2022-03-05,118.65,23.2,562.18,541,[],C
273,Belgium,BE,BE,2022-03-04,123.27,35.8,562.18,541,[],C
274,Belgium,BE,BE,2022-03-03,275.88,60.9,562.18,541,[],C
275,Belgium,BE,BE,2022-03-02,112.25,44.1,562.18,541,[],C
276,Belgium,BE,BE,2022-03-01,128.17,56.4,562.18,541,[],C
277,Belgium,BE,BE,2022-02-28,128.86,99.1,562.18,541,[],C
278,Belgium,BE,BE,2022-02-27,144.69,95.4,562.18,541,[],C
279,Belgium,BE,BE,2022-02-26,180.16,92.2,562.18,541,[],C
280,Belgium,BE,BE,2022-02-25,195.54,164.7,562.18,541,[],C
281,Belgium,BE,BE,2022-02-24,208.88,179.1,562.18,541,[],C
282,Belgium,BE,BE,2022-02-23,236.82,152,562.18,541,[],C
283,Belgium,BE,BE,2022-02-22,228.72,120.4,562.18,541,[],C
284,Belgium,BE,BE,2022-02-21,142.32,132.9,562.18,541,[],C
285,Belgium,BE,BE,2022-02-20,168.96,198.6,562.18,541,[],C
286,Belgium,BE,BE,2022-02-19,204.77,234.2,562.18,541,[],C
287,Belgium,BE,BE,2022-02-18,240.54,377.6,562.18,541,[],C
288,Belgium,BE,BE,2022-02-17,299.18,378.5,562.18,541,[],C
289,Belgium,BE,BE,2022-02-16,344.64,299.1,562.18,541,[],C
290,Belgium,BE,BE,2022-02-15,199.31,292.4,562.18,541,[],C
291,Belgium,BE,BE,2022-02-14,244.82,317.6,562.18,541,[],C
292,Belgium,BE,BE,2022-02-13,294.11,322.3,562.18,541,[],C
293,Belgium,BE,BE,2022-02-12,343.82,321,562.18,541,[],C
294,Belgium,BE,BE,2022-02-11,363.15,189.5,562.18,541,[],C
295,Belgium,BE,BE,2022-02-10,261.74,189.8,562.18,541,[],C
296,Belgium,BE,BE,2022-02-09,291.93,189.3,562.18,541,[],C
297,Belgium,BE,BE,2022-02-08,321.84,187.1,562.18,541,[],C
298,Belgium,BE,BE,2022-02-07,360.75,276.1,562.18,541,[],C
299,Belgium,BE,BE,2022-02-06,402.38,253.8,562.18,541,[],C
300,Croatia,HR,HR,2022-12-02,38.9,80.7,140,85.5,[],C
301,Croatia,HR,HR,2022-12-01,51.2,80.7,140,85.5,[],C
302,Croatia,HR,HR,2022-11-30,63.7,82.1,140,85.5,[],C
303,Croatia,HR,HR,2022-11-29,76.5,82.1,140,85.5,[],C
304,Croatia,HR,HR,2022-11-28,88.8,85.3,140,85.5,[],C
305,Croatia,HR,HR,2022-11-27,101.9,85,140,85.5,[],C
306,Croatia,HR,HR,2022-11-26,114.9,85.2,140,85.5,[],C
307,Croatia,HR,HR,2022-11-25,128,82.1,140,85.5,[],C
308,Croatia,HR,HR,2022-11-24,61.8,82.1,140,85.5,[],C
309,Croatia,HR,HR,2022-11-23,19.2,85.4,140,85.5,[],C
310,Croatia,HR,HR,2022-11-22,32.5,85.4,140,85.5,[],C
311,Croatia,HR,HR,2022-11-21,45.9,85.1,140,85.5,[],C
312,Croatia,HR,HR,2022-11-20,59.2,85.1,140,85.5,[],C
313,Croatia,HR,HR,2022-11-19,72.5,85.1,140,85.5,[],C
314,Croatia,HR,HR,2022-11-18,85.7,85.1,140,85.5,[],C
315,Croatia,HR,HR,2022-11-17,98.6,79,140,85.5,[],C
316,Croatia,HR,HR,2022-11-16,30.2,77.7,140,85.5,[],C
317,Croatia,HR,HR,2022-11-15,42.3,77,140,85.5,[],C
318,Croatia,HR,HR,2022-11-14,54.5,75.3,140,85.5,[],C
319,Croatia,HR,HR,2022-11-13,66.3,85.4,140,85.5,[],C
320,Croatia,HR,HR,2022-11-12,79.3,85.4,140,85.5,[],C
321,Croatia,HR,HR,2022-11-11,92.4,85.4,140,85.5,[],C
322,Croatia,HR,HR,2022-11-10,105.5,84,140,85.5,[],C
323,Croatia,HR,HR,2022-11-09,116.7,0,140,85.5,[],C
324,Croatia,HR,HR,2022-11-08,118,74.2,140,85.5,[],C
325,Croatia,HR,HR,2022-11-07,130,82.7,140,85.5,[],C
326,Croatia,HR,HR,2022-11-06,125,79.7,140,85.5,[],C
327,Croatia,HR,HR,2022-11-05,94.1,79.7,140,85.5,[],C
328,Croatia,HR,HR,2022-11-04,53.4,81.2,140,85.5,[],C
329,Croatia,HR,HR,2022-11-03,20,85.3,140,85.5,[],C
330,Croatia,HR,HR,2022-11-02,32.9,85.3,140,85.5,[],C
331,Croatia,HR,HR,2022-11-01,45.8,85.3,140,85.5,[],C
332,Croatia,HR,HR,2022-10-31,58.6,79.1,140,85.5,[],C
333,Croatia,HR,HR,2022-10-30,70.6,79.1,140,85.5,[],C
334,Croatia,HR,HR,2022-10-29,82.3,80.4,140,85.5,[],C
335,Croatia,HR,HR,2022-10-28,94.3,79.1,140,85.5,[],C
336,Croatia,HR,HR,2022-10-27,106.1,81.2,140,85.5,[],C
337,Croatia,HR,HR,2022-10-26,118.5,81.2,140,85.5,[],C
338,Croatia,HR,HR,2022-10-25,130.7,81.2,140,85.5,[],C
339,Croatia,HR,HR,2022-10-24,48.4,81.2,140,85.5,[],C
340,Croatia,HR,HR,2022-10-23,20.8,78.9,140,85.5,[],C
341,Croatia,HR,HR,2022-10-22,32.5,78.9,140,85.5,[],C
342,Croatia,HR,HR,2022-10-21,44.2,78.9,140,85.5,[],C
343,Croatia,HR,HR,2022-10-20,56,78.9,140,85.5,[],C
344,Croatia,HR,HR,2022-10-19,67.7,78.9,140,85.5,[],C
345,Croatia,HR,HR,2022-10-18,79.4,78.9,140,85.5,[],C
346,Croatia,HR,HR,2022-10-17,91.4,78.9,140,85.5,[],C
347,Croatia,HR,HR,2022-10-16,103.6,78.9,140,85.5,[],C
348,Croatia,HR,HR,2022-10-15,115.7,78.9,140,85.5,[],C
349,Croatia,HR,HR,2022-10-14,127.9,78.9,140,85.5,[],C
350,Croatia,HR,HR,2022-10-13,123.9,78.9,140,85.5,[],C
351,Croatia,HR,HR,2022-10-12,57.9,80.6,140,85.5,[],C
352,Croatia,HR,HR,2022-10-11,24.7,82.7,140,85.5,[],C
353,Croatia,HR,HR,2022-10-10,41.6,82.7,140,85.5,[],C
354,Croatia,HR,HR,2022-10-09,50.9,82.7,140,85.5,[],C
355,Croatia,HR,HR,2022-10-08,64.3,82.7,140,85.5,[],C
356,Croatia,HR,HR,2022-10-07,77.8,85.4,140,85.5,[],C
357,Croatia,HR,HR,2022-10-06,90.8,85.4,140,85.5,[],C
358,Croatia,HR,HR,2022-10-05,103.9,85.4,140,85.5,[],C
359,Croatia,HR,HR,2022-10-04,117,85.4,140,85.5,[],C
360,Croatia,HR,HR,2022-10-03,130.2,85.4,140,85.5,[],C
361,Croatia,HR,HR,2022-10-02,122.9,85.4,140,85.5,[],C
362,Croatia,HR,HR,2022-10-01,86.3,85.4,140,85.5,[],C
363,Croatia,HR,HR,2022-09-30,48.6,85.4,140,85.5,[],C
364,Croatia,HR,HR,2022-09-29,22.6,85.4,140,85.5,[],C
365,Croatia,HR,HR,2022-09-28,35.5,46.5,140,85.5,[],C
366,Croatia,HR,HR,2022-09-27,42.7,46.5,140,85.5,[],C
367,Croatia,HR,HR,2022-09-26,49.7,71.3,140,85.5,[],C
368,Croatia,HR,HR,2022-09-25,60.4,68,140,85.5,[],C
369,Croatia,HR,HR,2022-09-24,70.8,68,140,85.5,[],C
370,Croatia,HR,HR,2022-09-23,81.1,71.3,140,85.5,[],C
371,Croatia,HR,HR,2022-09-22,92,71.3,140,85.5,[],C
372,Croatia,HR,HR,2022-09-21,97.9,71.3,140,85.5,[],C
373,Croatia,HR,HR,2022-09-20,88.8,71,140,85.5,[],C
374,Croatia,HR,HR,2022-09-19,99.6,71,140,85.5,[],C
375,Croatia,HR,HR,2022-09-18,110.3,67.7,140,85.5,[],C
376,Croatia,HR,HR,2022-09-17,120.7,67.7,140,85.5,[],C
