,name,code,url,gasDayStart,gasInStorage,consumption,consumptionFull,injection,withdrawal,netWithdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,status,trend,full,info
0,EU,eu,eu,2022-01-01,587.927,3776.4337,15.57,3886.77,1996.2,-1890.6,1110.4209,11263.26,19556.25,E,0.17,52.95,[]
1,EU,eu,eu,2022-01-02,587.7294,3776.4337,15.56,2274.07,2475.2,201.2,1110.4433,11263.03,19557.61,E,-0.02,52.93,[]
2,EU,eu,eu,2022-01-03,586.1058,3776.4337,15.52,1590.44,3243.4,1652.9,1110.4599,11263.08,19559.39,E,-0.15,52.78,[]
3,EU,eu,eu,2022-01-04,583.2862,3776.4337,15.45,1180.44,4013.8,2833.4,1110.4599,11262.91,19559.83,E,-0.26,52.53,[]
4,EU,eu,eu,2022-01-05,579.1781,3776.4337,15.34,665.27,4840.1,4174.9,1110.4599,11263.09,19559.34,E,-0.38,52.16,[]
5,EU,eu,eu,2022-01-06,574.9189,3776.4337,15.22,517.17,5748.7,5231.6,1110.4599,11263.49,19558.28,E,-0.47,51.77,[]
6,EU,eu,eu,2022-01-07,569.2478,3776.4337,15.07,444.55,6113.1,5668.6,1110.4599,11263.83,19557.4,E,-0.51,51.26,[]
7,EU,eu,eu,2022-01-08,564.5277,3776.4337,14.95,494.66,5183.2,4688.5,1110.4599,11264.22,19556.37,E,-0.42,50.84,[]
8,EU,eu,eu,2022-01-09,559.8077,3776.4337,14.82,493.92,5196,4702.1,1110.4599,11264.64,19555.27,E,-0.42,50.41,[]
9,EU,eu,eu,2022-01-10,551.9385,3776.4337,14.62,321.45,7766.3,7444.8,1110.5941,11268.31,19560.87,E,-0.67,49.7,['/news/379']
10,EU,eu,eu,2022-01-11,544.068,3776.4337,14.41,337.38,8212.2,7874.8,1110.6449,11268.79,19563.8,E,-0.71,48.99,[]
11,EU,eu,eu,2022-01-12,536.0837,3776.4337,14.2,319.85,8298.2,7978.3,1110.6449,11269.23,19562.65,E,-0.72,48.27,[]
12,EU,eu,eu,2022-01-13,528.4318,3776.4337,13.99,380.57,8045.3,7664.7,1110.6449,11269.65,19561.54,E,-0.69,47.58,[]
13,EU,eu,eu,2022-01-14,520.7301,3776.4337,13.79,325.09,7972.7,7647.6,1110.6449,11269.46,19562.05,E,-0.69,46.89,[]
14,EU,eu,eu,2022-01-15,514.6891,3776.4337,13.63,498.76,6546,6047.3,1110.6449,11269.95,19560.76,E,-0.54,46.34,[]
15,EU,eu,eu,2022-01-16,509.3042,3776.4337,13.49,594.15,5961.8,5367.6,1110.6449,11270.45,19559.44,E,-0.48,45.86,[]
16,EU,eu,eu,2022-01-17,502.357,3776.4337,13.3,353.52,7325.4,6971.8,1110.5449,11268.37,19509.95,E,-0.63,45.24,[]
17,EU,eu,eu,2022-01-18,494.8076,3776.4337,13.1,326.52,7836.5,7510,1110.5449,11268.73,19552.55,E,-0.68,44.56,[]
18,EU,eu,eu,2022-01-19,488.0475,3776.4337,12.92,340.73,7305.7,6964.9,1110.5449,11269.28,19508.05,E,-0.63,43.95,[]
19,EU,eu,eu,2022-01-20,481.0003,3776.4337,12.74,293.44,7362.5,7069,1110.5449,11269.68,19492.91,E,-0.64,43.31,[]
20,EU,eu,eu,2022-01-21,473.5085,3776.4337,12.54,298.45,7793.5,7495,1110.5449,11270.08,19529.2,E,-0.67,42.64,[]
21,EU,eu,eu,2022-01-22,467.2321,3776.4337,12.37,366.17,6641.9,6275.7,1110.5449,11269.55,19530.58,E,-0.57,42.07,[]
22,EU,eu,eu,2022-01-23,461.2607,3776.4337,12.21,397.12,6246.3,5849.2,1110.5449,11269.97,19529.47,E,-0.53,41.53,[]
23,EU,eu,eu,2022-01-24,453.7256,3776.4337,12.01,317.47,7867.7,7550.2,1110.5229,11269.85,19494.08,E,-0.68,40.86,[]
24,EU,eu,eu,2022-01-25,445.9162,3776.4337,11.81,299.98,8109.6,7809.6,1110.5229,11270.25,19526.23,E,-0.7,40.15,[]
25,EU,eu,eu,2022-01-26,438.5902,3776.4337,11.61,346.64,7725.4,7378.8,1110.5229,11270.68,19525.1,E,-0.66,39.49,[]
26,EU,eu,eu,2022-01-27,432.207,3776.4337,11.44,371.55,6735.7,6364.2,1110.5229,11271.14,19523.9,E,-0.57,38.92,[]
27,EU,eu,eu,2022-01-28,426.2063,3776.4337,11.29,333.68,6341.8,6008.1,1110.5229,11271.44,19523.09,E,-0.54,38.38,[]
28,EU,eu,eu,2022-01-29,422.3134,3776.4337,11.18,698.39,4592.1,3893.7,1110.5229,11271.83,19503.56,E,-0.35,38.03,[]
29,EU,eu,eu,2022-01-30,418.5455,3776.4337,11.08,627.18,4393.1,3766,1110.5229,11272.09,19502.88,E,-0.34,37.69,[]
30,EU,eu,eu,2022-01-31,412.6354,3776.4337,10.93,355.59,6314.2,5958.7,1110.5107,11272.09,19501.49,E,-0.54,37.16,[]
31,EU,eu,eu,2022-02-01,407.8537,3776.4337,10.8,433.4,5270.3,4836.9,1110.5107,11272.4,19480.58,E,-0.44,36.73,[]
32,EU,eu,eu,2022-02-02,403.1656,3776.4337,10.68,409.1,5091.7,4682.6,1110.5107,11272.7,19446.82,E,-0.42,36.3,[]
33,EU,eu,eu,2022-02-03,398.7224,3776.4337,10.56,544.94,4984.6,4439.7,1110.5107,11272.96,19479.08,E,-0.4,35.9,[]
34,EU,eu,eu,2022-02-04,395.0528,3776.4337,10.46,720.12,4373.1,3653,1110.5107,11273.18,19478.52,E,-0.33,35.57,[]
35,EU,eu,eu,2022-02-05,392.4378,3776.4337,10.39,733.93,3342.7,2608.8,1110.5107,11273.18,19478.51,E,-0.23,35.34,[]
36,EU,eu,eu,2022-02-06,390.0243,3776.4337,10.33,778.14,3115.7,2337.6,1110.5107,11273.25,19478.32,E,-0.21,35.12,[]
37,EU,eu,eu,2022-02-07,385.8251,3776.4337,10.22,464.73,4692.2,4227.4,1110.5117,11273.32,19478.24,E,-0.38,34.74,[]
38,EU,eu,eu,2022-02-08,381.8434,3776.4337,10.11,472.91,4451.9,3979,1110.5117,11273.69,19477.28,E,-0.36,34.38,[]
39,EU,eu,eu,2022-02-09,378.0396,3776.4337,10.01,642.76,4474.5,3831.8,1110.5117,11273.89,19476.74,E,-0.35,34.04,[]
40,EU,eu,eu,2022-02-10,373.6167,3776.4337,9.89,591.27,5015.8,4424.5,1110.5117,11274.28,19475.73,E,-0.4,33.64,[]
41,EU,eu,eu,2022-02-11,369.1614,3776.4337,9.78,579.82,5059.8,4480,1110.5117,11274.57,19443.75,E,-0.4,33.24,[]
42,EU,eu,eu,2022-02-12,365.5368,3776.4337,9.68,611.88,4205.4,3593.6,1110.5117,11274.86,19442.98,E,-0.32,32.92,[]
43,EU,eu,eu,2022-02-13,362.7871,3776.4337,9.61,913.46,3666.7,2753.3,1110.5117,11275.06,19442.45,E,-0.25,32.67,[]
44,EU,eu,eu,2022-02-14,359.0041,3776.4337,9.51,739.36,4564.4,3825,1110.5093,11275.13,19442.01,E,-0.34,32.33,[]
45,EU,eu,eu,2022-02-15,355.0371,3776.4337,9.4,503.24,4318.8,3815.6,1110.5093,11275.22,19441.76,E,-0.34,31.97,[]
46,EU,eu,eu,2022-02-16,351.8727,3776.4337,9.32,755.22,3925.2,3169.9,1110.5093,11275.38,19441.34,E,-0.29,31.69,[]
47,EU,eu,eu,2022-02-17,349.37,3776.4337,9.25,828.1,3350,2521.9,1110.5093,11275.55,19440.88,E,-0.23,31.46,[]
48,EU,eu,eu,2022-02-18,346.833,3776.4337,9.18,693.52,3230.4,2536.9,1110.5093,11275.45,19441.16,E,-0.23,31.23,[]
49,EU,eu,eu,2022-02-19,344.5004,3776.4337,9.12,832.26,3171.9,2339.7,1110.5093,11275.49,19441.05,E,-0.21,31.02,[]
50,EU,eu,eu,2022-02-20,342.7252,3776.4337,9.08,987.31,2762.3,1775,1110.5093,11275.8,19440.23,E,-0.16,30.86,[]
51,EU,eu,eu,2022-02-21,339.2792,3776.4337,8.98,482.97,3957.2,3474.2,1110.5093,11276.07,19399.21,E,-0.31,30.55,[]
52,EU,eu,eu,2022-02-22,335.7377,3776.4337,8.89,515.34,4056.2,3540.8,1110.5093,11276.42,19398.29,E,-0.32,30.23,[]
53,EU,eu,eu,2022-02-23,332.7861,3776.4337,8.81,584.87,3545.3,2960.4,1110.5093,11276.74,19397.46,E,-0.27,29.97,[]
54,EU,eu,eu,2022-02-24,330.1426,3776.4337,8.74,601.43,3238,2636.6,1110.5093,11277.1,19396.49,E,-0.24,29.73,[]
55,EU,eu,eu,2022-02-25,327.6581,3776.4337,8.68,494.1,3135.8,2641.7,1110.5093,11309.11,19395.74,E,-0.24,29.51,[]
56,EU,eu,eu,2022-02-26,325.9045,3776.4337,8.63,832.79,2601.2,1768.4,1110.5093,11388.68,19394.76,E,-0.16,29.35,[]
57,EU,eu,eu,2022-02-27,324.2989,3776.4337,8.59,1070.63,2676.2,1605.6,1110.5093,11378.89,19394.22,E,-0.14,29.2,[]
58,EU,eu,eu,2022-02-28,320.5745,3776.4337,8.49,601.49,4318.2,3716.7,1110.5078,11352.34,19393.58,E,-0.33,28.87,[]
59,EU,eu,eu,2022-03-01,316.8847,3776.4337,8.39,791.38,4439,3647.7,1110.5078,11354.05,19368.92,E,-0.33,28.54,[]
60,EU,eu,eu,2022-03-02,313.42,3776.4337,8.3,737.17,4225,3487.9,1110.5078,11359.46,19367.83,E,-0.31,28.22,[]
61,EU,eu,eu,2022-03-03,310.2041,3776.4337,8.21,733.87,3929.1,3195.2,1110.5078,11359.86,19366.77,E,-0.29,27.93,['/news/380']
62,EU,eu,eu,2022-03-04,307.3957,3776.4337,8.14,865.66,3677.7,2812,1110.5078,11381.94,19365.84,E,-0.25,27.68,['/news/5212936']
63,EU,eu,eu,2022-03-05,305.4285,3776.4337,8.09,997.42,2966.8,1969.4,1110.5078,11382.3,19364.89,E,-0.18,27.5,[]
64,EU,eu,eu,2022-03-06,303.2579,3776.4337,8.03,972.78,3150.7,2177.9,1110.5078,11382.51,19340.73,E,-0.2,27.31,[]
65,EU,eu,eu,2022-03-07,299.3297,3776.4337,7.93,733.43,4658.1,3924.6,1110.5078,11382.76,19340.08,E,-0.35,26.95,[]
66,EU,eu,eu,2022-03-08,295.9982,3776.4337,7.84,696.33,4024.9,3328.5,1110.5078,11378.06,19339.27,E,-0.3,26.65,[]
67,EU,eu,eu,2022-03-09,293.3669,3776.4337,7.77,820.71,3326.3,2505.6,1110.5078,11388,19339.45,E,-0.23,26.42,[]
68,EU,eu,eu,2022-03-10,292.3937,3776.4337,7.74,1845.49,2814.1,968.6,1110.5078,11387.91,19339.68,E,-0.09,26.33,[]
69,EU,eu,eu,2022-03-11,291.2727,3776.4337,7.71,1480.06,2600.8,1120.7,1110.5078,11387.67,19340.32,E,-0.1,26.23,[]
70,EU,eu,eu,2022-03-12,291.2376,3776.4337,7.71,1854.53,1991.6,137,1110.5078,11387.31,19341.27,E,-0.01,26.23,[]
71,EU,eu,eu,2022-03-13,291.1597,3776.4337,7.71,1776.46,1836.4,59.9,1110.5078,11392.05,19341.96,E,-0.01,26.22,[]
72,EU,eu,eu,2022-03-14,289.2804,3776.4337,7.66,872.25,2623.3,1751.1,1110.5068,11391.81,19342.48,E,-0.16,26.05,[]
73,EU,eu,eu,2022-03-15,287.6069,3776.4337,7.62,926.65,2586.2,1659.6,1110.5153,11399.95,19359.52,E,-0.15,25.9,[]
74,EU,eu,eu,2022-03-16,286.6109,3776.4337,7.59,1491.34,2489.6,998.3,1110.5153,11411.25,19359.52,E,-0.09,25.81,['/news/385']
75,EU,eu,eu,2022-03-17,285.8026,3776.4337,7.57,1706.14,2514.1,808,1110.5153,11421.17,19359.73,E,-0.07,25.74,[]
76,EU,eu,eu,2022-03-18,285.2681,3776.4337,7.55,2023.25,2551.9,528.6,1110.5153,11406.2,19359.67,E,-0.05,25.69,[]
77,EU,eu,eu,2022-03-19,284.195,3776.4337,7.53,2564.97,1722.2,-842.8,1110.5153,11406.24,19359.54,E,0.08,25.59,[]
78,EU,eu,eu,2022-03-20,286.4216,3776.4337,7.58,2274.09,1952.3,-321.8,1110.5153,11409.23,19359.58,E,0.03,25.79,[]
79,EU,eu,eu,2022-03-21,284.2773,3776.4337,7.53,1781.15,2428.4,647.2,1110.8134,11414.3,19359.17,E,-0.06,25.59,['/news/830']
80,EU,eu,eu,2022-03-22,284.2095,3776.4337,7.53,1883.49,1906.3,22.8,1110.8134,11412.46,19358.74,E,-0,25.59,[]
81,EU,eu,eu,2022-03-23,284.56,3776.4337,7.54,2081.26,1786.5,-294.7,1110.8134,11412.54,19358.54,E,0.03,25.62,[]
82,EU,eu,eu,2022-03-24,285.9181,3776.4337,7.57,2503.44,1565.6,-937.8,1110.8134,11412.61,19358.33,E,0.08,25.74,[]
83,EU,eu,eu,2022-03-25,287.1835,3776.4337,7.6,3706.46,1573.3,-2133.2,1110.8134,11412.72,19358.05,E,0.19,25.85,[]
84,EU,eu,eu,2022-03-26,289.5047,3776.4337,7.67,4033.04,1168.3,-2864.7,1109.7437,11218.28,19065.41,E,0.26,26.09,[]
85,EU,eu,eu,2022-03-27,292.0071,3776.4337,7.73,3846.66,1015.6,-2831.1,1110.8134,11411.77,19360.57,E,0.25,26.29,[]
86,EU,eu,eu,2022-03-28,293.1818,3776.4337,7.76,2687.28,1490.3,-1197,1110.8227,11400.67,19361.89,E,0.11,26.39,[]
87,EU,eu,eu,2022-03-29,294.2065,3776.4337,7.79,2591.19,1548.3,-1042.9,1110.8227,11400.46,19362.43,E,0.09,26.49,[]
88,EU,eu,eu,2022-03-30,294.4911,3776.4337,7.8,2101.4,1819.7,-281.7,1110.8227,11400.23,19363.05,E,0.03,26.51,[]
89,EU,eu,eu,2022-03-31,291.2818,3776.4337,7.71,1741.98,1976.8,234.9,1108.1227,11400.12,19363.34,E,-0.02,26.29,"['/news/5213239', '/news/2373']"
90,EU,eu,eu,2022-04-01,293.1746,3776.4337,7.76,991.75,2153.5,1161.7,1104.3771,11477.5,19476.51,E,-0.11,26.55,[]
91,EU,eu,eu,2022-04-02,292.6736,3776.4337,7.75,1175.48,1641.6,466.1,1104.1947,11486.03,19489.14,E,-0.04,26.51,[]
92,EU,eu,eu,2022-04-03,292.0302,3776.4337,7.73,1229.37,1694.7,465.3,1103.8201,11466.51,19494.97,E,-0.04,26.46,[]
93,EU,eu,eu,2022-04-04,291.0601,3776.4337,7.71,991.78,1949.1,957.3,1103.8201,11466.59,19494.75,E,-0.09,26.37,[]
94,EU,eu,eu,2022-04-05,290.2787,3776.4337,7.69,1124.8,1338.4,213.6,1103.8201,11466.78,19494.25,E,-0.02,26.3,[]
95,EU,eu,eu,2022-04-06,291.6404,3776.4337,7.72,2036.87,671.6,-1365.3,1103.8201,11467,19493.67,E,0.12,26.42,[]
96,EU,eu,eu,2022-04-07,293.278,3776.4337,7.77,2447.69,371,-2076.7,1103.9977,11474.97,19588.54,E,0.19,26.57,[]
97,EU,eu,eu,2022-04-08,294.9532,3776.4337,7.81,2312.65,629,-1683.6,1102.7809,11466.9,19587.75,E,0.15,26.75,[]
98,EU,eu,eu,2022-04-09,297.0166,3776.4337,7.87,2619.34,506.5,-2112.8,1102.7809,11466.8,19588.01,E,0.19,26.93,[]
99,EU,eu,eu,2022-04-10,299.3871,3776.4337,7.93,2553.68,517.6,-2036.1,1102.7809,11466.69,19582.69,E,0.18,27.15,[]
100,EU,eu,eu,2022-04-11,300.6341,3776.4337,7.96,2199.17,628.1,-1571.1,1102.7799,11466.57,19582.91,E,0.14,27.26,[]
101,EU,eu,eu,2022-04-12,303.1348,3776.4337,8.03,3062.91,546.4,-2516.5,1102.7799,11466.64,19582.7,E,0.23,27.49,[]
102,EU,eu,eu,2022-04-13,302.6643,3776.4337,8.01,3281.86,371.3,-2910.6,1102.7799,11466.58,19557.88,E,0.26,27.45,[]
103,EU,eu,eu,2022-04-14,309.4436,3776.4337,8.19,3792.08,388.5,-3403.5,1102.7799,11466.46,19558.18,E,0.31,28.06,[]
104,EU,eu,eu,2022-04-15,314.182,3776.4337,8.32,4340.39,259.6,-4080.8,1103.4023,11466.08,19559.19,E,0.37,28.47,[]
105,EU,eu,eu,2022-04-16,318.8705,3776.4337,8.44,4864.52,178.7,-4685.8,1103.4023,11465.64,19554.15,E,0.42,28.9,[]
106,EU,eu,eu,2022-04-17,323.6751,3776.4337,8.57,4984.89,171.8,-4813.1,1103.4023,11465.13,19555.5,E,0.44,29.33,[]
107,EU,eu,eu,2022-04-18,328.2321,3776.4337,8.69,4883.63,180.5,-4703.1,1103.4018,11464.58,19556.88,E,0.43,29.75,[]
108,EU,eu,eu,2022-04-19,331.3427,3776.4337,8.77,3490.02,567.2,-2922.8,1103.4018,11464.06,19558.28,E,0.26,30.03,[]
109,EU,eu,eu,2022-04-20,334.1023,3776.4337,8.85,3410.16,644.6,-2765.5,1103.4018,11463.73,19559.14,E,0.25,30.28,[]
110,EU,eu,eu,2022-04-21,337.1903,3776.4337,8.93,3554.66,471.2,-3083.5,1103.4018,11473.3,19552.88,E,0.28,30.56,['/news/4581']
111,EU,eu,eu,2022-04-22,340.7752,3776.4337,9.02,3964.83,364.7,-3600.1,1103.4018,11472.92,19553.86,E,0.33,30.88,[]
112,EU,eu,eu,2022-04-23,345.2682,3776.4337,9.14,4713.59,175.3,-4538.3,1103.4018,11472.62,19554.65,E,0.41,31.29,[]
113,EU,eu,eu,2022-04-24,349.9344,3776.4337,9.27,4858.34,206.3,-4652,1103.4018,11472.23,19555.7,E,0.42,31.71,[]
114,EU,eu,eu,2022-04-25,352.8677,3776.4337,9.34,3573.52,657,-2916.5,1103.4125,11472.09,19557.28,E,0.26,31.98,[]
115,EU,eu,eu,2022-04-26,355.1485,3776.4337,9.4,2915.15,698.1,-2217,1103.4125,11473.18,19546.11,E,0.2,32.19,[]
116,EU,eu,eu,2022-04-27,357.2746,3776.4337,9.46,2728.24,616.5,-2111.7,1098.9063,11473.39,19545.55,E,0.19,32.51,[]
117,EU,eu,eu,2022-04-28,360.2897,3776.4337,9.54,3419.37,390.6,-3028.7,1098.9063,11477.38,19545.58,E,0.28,32.79,[]
118,EU,eu,eu,2022-04-29,363.6086,3776.4337,9.63,3681.73,364.8,-3317,1098.9063,11477.19,19546.08,E,0.3,33.09,[]
119,EU,eu,eu,2022-04-30,367.5175,3776.4337,9.73,4351.13,154.8,-4196.3,1097.4708,11477.06,19546.43,E,0.38,33.49,[]
120,EU,eu,eu,2022-05-01,372.5567,3776.4337,9.87,5140.55,114.2,-5026.4,1097.4288,11480.92,19384.84,E,0.46,33.95,[]
121,EU,eu,eu,2022-05-02,376.8621,3776.4337,9.98,4488.58,227.3,-4261.3,1097.4493,11481.63,19386.6,E,0.39,34.34,[]
122,EU,eu,eu,2022-05-03,381.2841,3776.4337,10.1,4580.41,166.3,-4414.1,1097.4493,11481.27,19387.56,E,0.4,34.74,[]
123,EU,eu,eu,2022-05-04,385.6036,3776.4337,10.21,4746.58,401.2,-4345.4,1097.4493,11480.99,19388.31,E,0.4,35.14,[]
124,EU,eu,eu,2022-05-05,390.0958,3776.4337,10.33,4767.78,280.3,-4487.5,1097.4493,11480.62,19389.29,E,0.41,35.55,[]
125,EU,eu,eu,2022-05-06,394.7639,3776.4337,10.45,5528.83,842.5,-4686.4,1097.4493,11481.12,19390.61,E,0.43,35.97,[]
126,EU,eu,eu,2022-05-07,400.476,3776.4337,10.6,5881.76,218.2,-5663.6,1097.4493,11481.59,19392.01,E,0.52,36.49,[]
127,EU,eu,eu,2022-05-08,406.1229,3776.4337,10.75,5902.12,243.4,-5658.8,1097.4493,11481.05,19393.42,E,0.52,37.01,[]
128,EU,eu,eu,2022-05-09,410.9178,3776.4337,10.88,5318.04,520.2,-4797.8,1097.4503,11464.05,19394.85,E,0.44,37.44,[]
129,EU,eu,eu,2022-05-10,415.4915,3776.4337,11,5400.44,803.8,-4596.6,1097.4503,11463.52,19396.26,E,0.42,37.86,[]
130,EU,eu,eu,2022-05-11,420.4121,3776.4337,11.13,5431.49,498.8,-4932.7,1098.5973,11476.84,19431.16,E,0.45,38.27,[]
131,EU,eu,eu,2022-05-12,425.1696,3776.4337,11.26,5392.49,705.3,-4687.2,1098.5973,11476.31,19432.55,E,0.43,38.7,[]
132,EU,eu,eu,2022-05-13,430.7608,3776.4337,11.41,5749.01,180.3,-5568.7,1097.4891,11485.78,19433.94,E,0.51,39.25,[]
133,EU,eu,eu,2022-05-14,436.8961,3776.4337,11.57,6184.33,82.8,-6101.5,1097.4891,11493.39,19435.28,E,0.56,39.81,[]
134,EU,eu,eu,2022-05-15,443.327,3776.4337,11.74,6478.84,63.9,-6414.9,1097.4891,11492.94,19436.46,E,0.58,40.39,[]
135,EU,eu,eu,2022-05-16,448.0776,3776.4337,11.87,5042.29,308.3,-4734,1097.5091,11492.99,19438.62,E,0.43,40.83,[]
136,EU,eu,eu,2022-05-17,452.4578,3776.4337,11.98,4598.05,238.1,-4360,1097.5091,11492.51,19439.88,E,0.4,41.23,[]
137,EU,eu,eu,2022-05-18,456.8256,3776.4337,12.1,4699.94,287.1,-4412.8,1097.4881,11492.11,19440.93,E,0.4,41.62,[]
138,EU,eu,eu,2022-05-19,461.6607,3776.4337,12.22,5001.64,219.9,-4781.7,1097.4881,11491.6,19442.29,E,0.44,42.07,[]
139,EU,eu,eu,2022-05-20,466.7758,3776.4337,12.36,5207.73,228.8,-4978.9,1097.4881,11491.09,19443.63,E,0.45,42.53,[]
140,EU,eu,eu,2022-05-21,472.6954,3776.4337,12.52,6023.66,88,-5935.6,1097.4881,11490.6,19444.92,E,0.54,43.07,[]
141,EU,eu,eu,2022-05-22,478.5275,3776.4337,12.67,5935.98,106.9,-5829.1,1097.4881,11490.11,19446.23,E,0.53,43.6,[]
142,EU,eu,eu,2022-05-23,483.3091,3776.4337,12.8,5026.18,240.1,-4786.1,1097.5042,11489.99,19448.38,E,0.44,44.04,[]
143,EU,eu,eu,2022-05-24,487.9543,3776.4337,12.92,4968.94,261.6,-4707.4,1097.5042,11489.48,19449.71,E,0.43,44.46,[]
144,EU,eu,eu,2022-05-25,492.9501,3776.4337,13.05,5166.73,272,-4894.8,1097.5042,11489.49,19449.68,E,0.45,44.92,[]
145,EU,eu,eu,2022-05-26,498.259,3776.4337,13.19,5491.38,161.6,-5329.7,1097.5042,11488.98,19451.03,E,0.49,45.4,[]
146,EU,eu,eu,2022-05-27,503.5422,3776.4337,13.33,5377.69,87.3,-5290.4,1097.5042,11488.48,19452.36,E,0.48,45.88,[]
147,EU,eu,eu,2022-05-28,508.9081,3776.4337,13.48,5486.5,124.8,-5361.7,1097.5042,11487.97,19453.69,E,0.49,46.37,[]
148,EU,eu,eu,2022-05-29,514.0772,3776.4337,13.61,5347.71,199,-5148.7,1097.5042,11487.46,19455.05,E,0.47,46.84,[]
149,EU,eu,eu,2022-05-30,517.6515,3776.4337,13.71,4087.47,666.4,-3421,1097.5218,11487.3,19457.26,E,0.31,47.17,[]
150,EU,eu,eu,2022-05-31,520.8537,3776.4337,13.79,3908.81,522.6,-3386.2,1097.5218,11486.88,19458.59,E,0.31,47.46,[]
151,EU,eu,eu,2022-06-01,524.6601,3776.4337,13.89,4106.37,276.3,-3830,1097.9187,11542.89,19533.85,E,0.35,47.79,[]
152,EU,eu,eu,2022-06-02,529.1365,3776.4337,14.01,4785.87,282.2,-4503.7,1097.9187,11542.39,19535.18,E,0.41,48.19,[]
153,EU,eu,eu,2022-06-03,533.8165,3776.4337,14.14,4839.47,188.1,-4651.4,1097.9187,11541.88,19536.52,E,0.42,48.62,[]
154,EU,eu,eu,2022-06-04,539.3738,3776.4337,14.28,5692.99,137.3,-5555.7,1097.9187,11509.66,19537.85,E,0.51,49.13,[]
155,EU,eu,eu,2022-06-05,544.9269,3776.4337,14.43,5709.18,156.5,-5552.7,1097.9187,11509.15,19539.17,E,0.51,49.63,[]
156,EU,eu,eu,2022-06-06,549.9039,3776.4337,14.56,5143.31,174.6,-4968.7,1097.9363,11509.08,19541.37,E,0.45,50.09,[]
157,EU,eu,eu,2022-06-07,553.7106,3776.4337,14.66,4259.62,453,-3806.6,1097.9363,11508.58,19542.69,E,0.35,50.43,[]
158,EU,eu,eu,2022-06-08,556.6064,3776.4337,14.74,3753.65,843,-2910.6,1097.9363,11501.74,19544,E,0.27,50.7,[]
159,EU,eu,eu,2022-06-09,559.1901,3776.4337,14.81,3734.8,889.2,-2845.6,1097.9364,11501.38,19544.97,E,0.26,50.93,[]
160,EU,eu,eu,2022-06-10,561.8064,3776.4337,14.88,4010.06,622.7,-3387.3,1097.9363,11501.72,19544.06,E,0.31,51.17,[]
161,EU,eu,eu,2022-06-11,567.5426,3776.4337,15.03,5800.38,67.6,-5732.8,1097.9363,11501.23,19545.35,E,0.52,51.69,[]
162,EU,eu,eu,2022-06-12,573.2335,3776.4337,15.18,5997.08,66.6,-5930.5,1097.9363,11500.72,19546.68,E,0.54,52.21,['/news/9593']
163,EU,eu,eu,2022-06-13,577.9672,3776.4337,15.3,4283.61,224.1,-4059.5,1097.9417,11500.4,19548.38,E,0.37,52.64,[]
164,EU,eu,eu,2022-06-14,581.5929,3776.4337,15.4,3975.84,392,-3583.8,1097.943,11548.17,19580.08,E,0.33,52.97,['/news/9698']
165,EU,eu,eu,2022-06-15,585.2666,3776.4337,15.5,3952.32,278.7,-3673.6,1097.9433,11547.63,19581.53,E,0.33,53.31,[]
166,EU,eu,eu,2022-06-16,588.9637,3776.4337,15.6,3974.04,266.6,-3707.4,1097.9434,11547.11,19582.97,E,0.34,53.64,[]
167,EU,eu,eu,2022-06-17,592.7405,3776.4337,15.7,4013.94,203.1,-3810.8,1098.2851,11545.98,19586.06,E,0.35,53.97,[]
168,EU,eu,eu,2022-06-18,597.5093,3776.4337,15.82,5040.4,226.8,-4813.6,1098.286,11563.14,19587.66,E,0.44,54.4,[]
169,EU,eu,eu,2022-06-19,602.319,3776.4337,15.95,5029.88,207.4,-4822.5,1098.287,11562.09,19589.3,E,0.44,54.84,[]
170,EU,eu,eu,2022-06-20,605.8373,3776.4337,16.04,3928.08,398.9,-3529.2,1098.2592,11561.32,19589.49,E,0.32,55.16,[]
171,EU,eu,eu,2022-06-21,613.8346,3776.4337,16.25,3847.69,375.5,-3472.2,1108.5192,11681.73,19753.88,E,0.31,55.37,[]
172,EU,eu,eu,2022-06-22,616.8703,3776.4337,16.33,3321.58,349.8,-2971.8,1108.4092,11689.19,19783.87,E,0.27,55.65,[]
173,EU,eu,eu,2022-06-23,619.9175,3776.4337,16.42,3451.26,245.2,-3206,1108.4092,11701.67,19831.63,C,0.29,55.93,[]
174,EU,eu,eu,2022-06-24,623.4904,3776.4337,16.51,3898.18,223.1,-3675.1,1108.4092,11701.35,19832.5,C,0.33,56.25,[]
175,EU,eu,eu,2022-06-25,628.2616,3776.4337,16.64,4935.9,131.7,-4804.2,1108.4093,11702.79,19834.04,C,0.43,56.68,[]
176,EU,eu,eu,2022-06-26,633.1092,3776.4337,16.76,4984.21,123.9,-4860.3,1108.4097,11702.27,19835.48,C,0.44,57.12,[]
177,EU,eu,eu,2022-06-27,636.3762,3776.4337,16.85,3793.29,508.4,-3284.9,1108.3914,11700.86,19834.47,C,0.3,57.41,[]
178,EU,eu,eu,2022-06-28,639.8973,3776.4337,16.94,3893.13,460.1,-3433,1108.5414,11700.42,19835.63,C,0.31,57.72,[]
179,EU,eu,eu,2022-06-29,643.1588,3776.4337,17.03,3846.93,558.8,-3288.1,1108.5414,11700.06,19836.59,E,0.3,58.02,[]
180,EU,eu,eu,2022-06-30,646.2322,3776.4337,17.11,3912.29,758.1,-3154.2,1108.5414,11715.93,19837.89,E,0.28,58.3,[]
