,name,code,url,gasDayStart,gasInStorage,consumption,consumptionFull,injection,withdrawal,netWithdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,status,trend,full,info
2468,France,FR,FR,2022-10-31,132.5557,430.4139,30.8,117.96,36.7,-81.3,132.6052,1151.3,2482.65,C,0.06,99.96,[]
2469,France,FR,FR,2022-10-30,132.4744,430.4139,30.78,180.04,37.7,-142.3,132.6052,1151.3,2482.65,C,0.11,99.9,[]
2470,France,FR,FR,2022-10-29,132.332,430.4139,30.75,170.19,48.1,-122.1,132.6052,1151.3,2482.65,C,0.09,99.79,[]
2471,France,FR,FR,2022-10-28,132.1674,430.4139,30.71,66.36,95.1,28.7,132.6052,1151.3,2482.65,E,-0.02,99.67,[]
2472,France,FR,FR,2022-10-27,132.1961,430.4139,30.71,67.89,69,1.2,132.6052,1151.3,2482.65,C,-0,99.69,[]
2473,France,FR,FR,2022-10-26,132.1973,430.4139,30.71,47.51,147.3,99.8,132.6052,1151.3,2482.65,C,-0.08,99.69,[]
2474,France,FR,FR,2022-10-25,132.2971,430.4139,30.74,73.45,79.7,6.3,132.6052,1151.3,2482.65,C,-0,99.77,[]
2475,France,FR,FR,2022-10-24,132.3033,430.4139,30.74,135.09,28.1,-107,132.6052,1151.3,2482.65,C,0.08,99.77,[]
2476,France,FR,FR,2022-10-23,132.1964,430.4139,30.71,249.56,3.8,-245.7,132.6052,1151.3,2482.65,C,0.19,99.69,[]
2477,France,FR,FR,2022-10-22,131.9506,430.4139,30.66,150.46,45.6,-104.9,132.6052,1151.3,2482.65,C,0.08,99.51,[]
2478,France,FR,FR,2022-10-21,131.8457,430.4139,30.63,159.64,77.8,-81.8,132.6052,1151.3,2482.65,C,0.06,99.43,[]
2479,France,FR,FR,2022-10-20,131.7639,430.4139,30.61,123.76,128.6,4.8,132.6052,1151.3,2482.65,C,-0,99.37,[]
2480,France,FR,FR,2022-10-19,131.7687,430.4139,30.61,179.47,29.8,-149.7,132.6052,1151.3,2482.65,C,0.11,99.37,[]
2481,France,FR,FR,2022-10-18,131.619,430.4139,30.58,220.11,10.8,-209.3,132.6052,1151.3,2482.65,C,0.16,99.26,[]
2482,France,FR,FR,2022-10-17,131.4097,430.4139,30.53,261.3,16,-245.3,132.6052,1151.3,2482.65,C,0.19,99.1,[]
2483,France,FR,FR,2022-10-16,131.1644,430.4139,30.47,335.37,9.2,-326.1,132.6052,1151.3,2482.65,C,0.25,98.91,[]
2484,France,FR,FR,2022-10-15,130.8382,430.4139,30.4,289.49,20.2,-269.3,132.6052,1151.3,2482.65,C,0.2,98.67,[]
2485,France,FR,FR,2022-10-14,130.569,430.4139,30.34,174.91,73.6,-101.3,132.6052,1151.3,2482.65,C,0.08,98.46,[]
2486,France,FR,FR,2022-10-13,130.4676,430.4139,30.31,171.08,122.2,-48.9,132.6052,1151.3,2482.65,C,0.04,98.39,[]
2487,France,FR,FR,2022-10-12,130.4187,430.4139,30.3,174.45,73,-101.4,132.6052,1151.3,2482.65,C,0.08,98.35,[]
2488,France,FR,FR,2022-10-11,130.3173,430.4139,30.28,200.49,27.9,-172.5,132.6052,1151.3,2482.65,C,0.13,98.27,[]
2489,France,FR,FR,2022-10-10,130.1447,430.4139,30.24,253.98,46,-208,132.6052,1151.3,2482.65,C,0.16,98.14,[]
2490,France,FR,FR,2022-10-09,129.9368,430.4139,30.19,264.71,22,-242.7,132.6052,1151.3,2482.65,C,0.18,97.99,[]
2491,France,FR,FR,2022-10-08,129.694,430.4139,30.13,263.88,18.9,-245,132.6052,1151.3,2482.65,C,0.18,97.8,[]
2492,France,FR,FR,2022-10-07,129.449,430.4139,30.08,235.29,51.6,-183.7,132.6052,1151.3,2482.65,C,0.14,97.62,[]
2493,France,FR,FR,2022-10-06,129.2654,430.4139,30.03,88.86,43.1,-45.7,132.6052,1151.3,2482.65,C,0.03,97.48,[]
2494,France,FR,FR,2022-10-05,129.2196,430.4139,30.02,138.04,119.3,-18.7,132.6052,1151.3,2482.65,C,0.01,97.45,[]
2495,France,FR,FR,2022-10-04,129.2009,430.4139,30.02,92.39,186.9,94.5,132.6052,1151.3,2482.65,C,-0.07,97.43,[]
2496,France,FR,FR,2022-10-03,129.2954,430.4139,30.04,166.04,142.1,-23.9,132.6052,1151.3,2482.65,C,0.02,97.5,[]
2497,France,FR,FR,2022-10-02,129.2715,430.4139,30.03,307.92,43.2,-264.7,132.6052,1151.3,2482.65,C,0.2,97.49,[]
2498,France,FR,FR,2022-10-01,129.0068,430.4139,29.97,347.14,22.9,-324.3,132.6052,1151.3,2482.65,C,0.24,97.29,[]
2499,France,FR,FR,2022-09-30,128.6825,430.4139,29.9,194.51,88.3,-106.2,132.6052,1201.17,2482.65,C,0.08,97.04,[]
2500,France,FR,FR,2022-09-29,128.5763,430.4139,29.87,153.85,132.5,-21.3,132.6052,1201.17,2482.65,C,0.02,96.96,[]
2501,France,FR,FR,2022-09-28,128.2058,430.4139,29.79,228.98,75.5,-153.5,132.6052,1201.17,2482.65,C,0.12,96.68,[]
2502,France,FR,FR,2022-09-27,128.4015,430.4139,29.83,180.81,82.6,-98.2,132.6052,1201.17,2482.65,C,0.07,96.83,[]
2503,France,FR,FR,2022-09-26,128.3034,430.4139,29.81,253.94,47.4,-206.5,132.6052,1201.17,2482.65,C,0.16,96.76,[]
2504,France,FR,FR,2022-09-25,128.0969,430.4139,29.76,334.13,9.1,-325,132.6052,1201.17,2482.65,C,0.25,96.6,[]
2505,France,FR,FR,2022-09-24,127.7718,430.4139,29.69,314.2,24.8,-289.4,132.6052,1201.17,2482.65,C,0.22,96.36,[]
2506,France,FR,FR,2022-09-23,127.4825,430.4139,29.62,236.96,34.4,-202.6,132.6052,1201.17,2482.65,C,0.15,96.14,[]
2507,France,FR,FR,2022-09-22,127.2799,430.4139,29.57,183.97,71.4,-112.5,132.6052,1201.17,2482.65,C,0.08,95.98,[]
2508,France,FR,FR,2022-09-21,127.1674,430.4139,29.55,177.71,53.8,-123.9,132.6052,1201.17,2482.65,C,0.09,95.9,[]
2509,France,FR,FR,2022-09-20,127.0434,430.4139,29.52,241.35,53.3,-188,132.6052,1201.17,2482.65,C,0.14,95.81,[]
2510,France,FR,FR,2022-09-19,126.8554,430.4139,29.47,271.87,141,-130.9,132.6052,1201.17,2482.65,C,0.1,95.66,[]
2511,France,FR,FR,2022-09-18,126.7245,430.4139,29.44,411.86,26.5,-385.4,132.6052,1201.17,2482.65,C,0.29,95.57,[]
2512,France,FR,FR,2022-09-17,126.3392,430.4139,29.35,351.16,82.1,-269.1,132.6052,1201.17,2482.65,C,0.2,95.27,[]
2513,France,FR,FR,2022-09-16,126.0701,430.4139,29.29,438.93,34.6,-404.3,132.6052,1201.17,2482.65,C,0.3,95.07,[]
2514,France,FR,FR,2022-09-15,125.6658,430.4139,29.2,337,79.5,-257.5,132.6052,1201.17,2482.65,C,0.19,94.77,[]
2515,France,FR,FR,2022-09-14,125.4083,430.4139,29.14,302.68,65.2,-237.5,132.6052,1201.17,2482.65,C,0.18,94.57,[]
2516,France,FR,FR,2022-09-13,125.1708,430.4139,29.08,304.83,54.4,-250.5,132.6052,1201.17,2482.65,C,0.19,94.39,[]
2517,France,FR,FR,2022-09-12,124.9204,430.4139,29.02,315.77,97.7,-218.1,132.6052,1201.17,2482.65,C,0.16,94.2,[]
2518,France,FR,FR,2022-09-11,124.7023,430.4139,28.97,385.81,77.5,-308.3,132.6052,1201.17,2482.65,C,0.23,94.04,[]
2519,France,FR,FR,2022-09-10,124.3939,430.4139,28.9,348.96,95.2,-253.7,132.6052,1201.17,2482.65,C,0.19,93.81,[]
2520,France,FR,FR,2022-09-09,124.1402,430.4139,28.84,309.43,212.6,-96.8,132.6052,1201.17,2482.65,C,0.07,93.62,[]
2521,France,FR,FR,2022-09-08,124.0434,430.4139,28.82,429.28,40.9,-388.4,132.6052,1201.17,2482.65,C,0.29,93.54,[]
2522,France,FR,FR,2022-09-07,123.655,430.4139,28.73,369.43,54.1,-315.3,132.6052,1201.17,2482.65,C,0.24,93.25,[]
2523,France,FR,FR,2022-09-06,123.3397,430.4139,28.66,355.9,104.6,-251.3,132.6052,1201.17,2482.65,C,0.19,93.01,[]
2524,France,FR,FR,2022-09-05,123.0884,430.4139,28.6,426.52,74.7,-351.8,132.6052,1201.17,2482.65,C,0.27,92.82,[]
2525,France,FR,FR,2022-09-04,122.7366,430.4139,28.52,556.67,29.2,-527.5,132.6052,1201.17,2482.65,C,0.4,92.56,[]
2526,France,FR,FR,2022-09-03,122.209,430.4139,28.39,558.82,32.4,-526.4,132.6052,1201.17,2482.65,C,0.4,92.16,[]
2527,France,FR,FR,2022-09-02,121.6826,430.4139,28.27,466.48,50.8,-415.7,132.6052,1201.17,2482.65,C,0.31,91.76,[]
2528,France,FR,FR,2022-09-01,121.2669,430.4139,28.17,379.88,45.9,-334,132.6052,1201.17,2482.65,C,0.25,91.45,[]
2529,France,FR,FR,2022-08-31,120.9329,430.4139,28.1,378.31,105.3,-273,131.6078,1151.3,2482.65,C,0.21,91.89,[]
2530,France,FR,FR,2022-08-30,120.6599,430.4139,28.03,325.82,143.5,-182.3,131.6078,1151.3,2482.65,C,0.14,91.68,[]
2531,France,FR,FR,2022-08-29,120.4776,430.4139,27.99,271.88,182.4,-89.5,131.6078,1151.3,2482.65,C,0.07,91.54,[]
2532,France,FR,FR,2022-08-28,120.3882,430.4139,27.97,462.87,24.2,-438.7,131.6078,1151.3,2482.65,C,0.33,91.47,[]
2533,France,FR,FR,2022-08-27,119.9495,430.4139,27.87,454.92,14,-440.9,131.6078,1151.3,2482.65,C,0.34,91.14,[]
2534,France,FR,FR,2022-08-26,119.5086,430.4139,27.77,375.05,77.3,-297.8,131.6078,1151.3,2482.65,C,0.23,90.81,[]
2535,France,FR,FR,2022-08-25,119.2108,430.4139,27.7,417.41,98.3,-319.1,131.6078,1151.3,2482.65,C,0.24,90.58,[]
2536,France,FR,FR,2022-08-24,118.8916,430.4139,27.62,444.24,72.2,-372.1,131.6078,1151.3,2482.65,C,0.28,90.34,[]
2537,France,FR,FR,2022-08-23,118.5196,430.4139,27.54,400.77,83.4,-317.4,131.6078,1151.3,2482.65,C,0.24,90.06,[]
2538,France,FR,FR,2022-08-22,118.2022,430.4139,27.46,480.96,84.9,-396,131.6078,1151.3,2482.65,C,0.3,89.81,[]
2539,France,FR,FR,2022-08-21,117.8062,430.4139,27.37,723.65,5,-718.7,131.6078,1151.3,2482.65,C,0.55,89.51,[]
2540,France,FR,FR,2022-08-20,117.0875,430.4139,27.2,752.57,2.5,-750.1,131.6078,1151.3,2482.65,C,0.57,88.97,[]
2541,France,FR,FR,2022-08-19,116.3374,430.4139,27.03,649.65,25.1,-624.5,131.6078,1151.3,2482.65,C,0.47,88.4,[]
2542,France,FR,FR,2022-08-18,115.7129,430.4139,26.88,619.86,13.8,-606,131.6078,1151.3,2482.65,C,0.46,87.92,[]
2543,France,FR,FR,2022-08-17,115.1068,430.4139,26.74,614.77,35.2,-579.6,131.6078,1151.3,2482.65,C,0.44,87.46,[]
2544,France,FR,FR,2022-08-16,114.5272,430.4139,26.61,565.63,15.7,-550,131.6078,1151.3,2482.65,C,0.42,87.02,[]
2545,France,FR,FR,2022-08-15,113.9773,430.4139,26.48,580.35,103.7,-476.6,131.6078,1151.3,2482.65,C,0.36,86.6,[]
2546,France,FR,FR,2022-08-14,113.5006,430.4139,26.37,580.19,69.9,-510.3,131.6078,1151.3,2482.65,C,0.39,86.24,[]
2547,France,FR,FR,2022-08-13,112.9903,430.4139,26.25,641.03,66.2,-574.9,131.6078,1151.3,2482.65,C,0.44,85.85,[]
2548,France,FR,FR,2022-08-12,112.4155,430.4139,26.12,621.38,49,-572.4,131.6078,1151.3,2482.65,C,0.43,85.42,[]
2549,France,FR,FR,2022-08-11,111.8431,430.4139,25.99,613.14,30.7,-582.4,131.6078,1151.3,2482.65,C,0.44,84.98,[]
2550,France,FR,FR,2022-08-10,111.2606,430.4139,25.85,680.44,12,-668.4,131.6078,1151.3,2482.65,C,0.51,84.54,[]
2551,France,FR,FR,2022-08-09,110.5922,430.4139,25.69,692.63,18.5,-674.1,131.6078,1151.3,2482.65,C,0.51,84.03,[]
2552,France,FR,FR,2022-08-08,109.9181,430.4139,25.54,713.18,48.3,-664.9,131.6078,1151.3,2482.65,C,0.51,83.52,[]
2553,France,FR,FR,2022-08-07,109.2532,430.4139,25.38,819.34,12.7,-806.6,131.6078,1151.3,2482.65,C,0.61,83.01,[]
2554,France,FR,FR,2022-08-06,108.4466,430.4139,25.2,824.06,9.5,-814.5,131.6078,1151.3,2482.65,C,0.62,82.4,[]
2555,France,FR,FR,2022-08-05,107.6321,430.4139,25.01,638.25,20.5,-617.8,131.6078,1151.3,2482.65,C,0.47,81.78,[]
2556,France,FR,FR,2022-08-04,107.0143,430.4139,24.86,577.77,13.4,-564.4,131.6078,1151.3,2482.65,C,0.43,81.31,[]
2557,France,FR,FR,2022-08-03,106.4499,430.4139,24.73,593.95,22.9,-571.1,131.6078,1151.3,2482.65,C,0.43,80.88,[]
2558,France,FR,FR,2022-08-02,105.8788,430.4139,24.6,682.32,20,-662.3,131.6078,1151.3,2482.65,C,0.5,80.45,[]
2559,France,FR,FR,2022-08-01,105.2165,430.4139,24.45,805.88,23.7,-782.1,131.6078,1151.3,2482.65,C,0.59,79.95,[]
2560,France,FR,FR,2022-07-31,104.4344,430.4139,24.26,812.08,27.5,-784.5,131.6078,1151.3,2482.65,C,0.6,79.35,[]
2561,France,FR,FR,2022-07-30,103.6498,430.4139,24.08,886.64,22.3,-864.3,131.6078,1151.3,2482.65,C,0.66,78.76,[]
2562,France,FR,FR,2022-07-29,102.7855,430.4139,23.88,736.58,85.8,-650.7,131.6078,1151.3,2482.65,C,0.49,78.1,[]
2563,France,FR,FR,2022-07-28,102.1348,430.4139,23.73,692.48,147.6,-544.8,131.6078,1151.3,2482.65,C,0.41,77.61,[]
2564,France,FR,FR,2022-07-27,101.5899,430.4139,23.6,785.87,54,-731.9,131.6078,1151.3,2482.65,C,0.56,77.19,[]
2565,France,FR,FR,2022-07-26,100.858,430.4139,23.43,749,60.4,-688.6,131.6078,1151.3,2482.65,C,0.52,76.64,[]
2566,France,FR,FR,2022-07-25,100.1694,430.4139,23.27,888.24,34.9,-853.3,131.6078,1151.3,2482.65,C,0.65,76.11,[]
2567,France,FR,FR,2022-07-24,99.3161,430.4139,23.07,954.28,2.3,-952,131.6078,1151.3,2482.65,C,0.72,75.46,[]
2568,France,FR,FR,2022-07-23,98.3641,430.4139,22.85,904.3,5.8,-898.5,131.6078,1151.3,2482.65,C,0.68,74.74,[]
2569,France,FR,FR,2022-07-22,97.4656,430.4139,22.64,820.76,48.7,-772.1,131.6078,1151.3,2482.65,C,0.59,74.06,[]
2570,France,FR,FR,2022-07-21,96.6935,430.4139,22.47,770.52,138.6,-631.9,131.6078,1151.3,2482.65,C,0.48,73.47,[]
2571,France,FR,FR,2022-07-20,96.0616,430.4139,22.32,747.76,152.9,-594.8,131.6078,1151.3,2482.65,C,0.45,72.99,[]
2572,France,FR,FR,2022-07-19,95.4668,430.4139,22.18,708.02,149.2,-558.8,131.6078,1151.3,2482.65,C,0.42,72.54,[]
2573,France,FR,FR,2022-07-18,95.0428,430.4139,22.08,837.58,29.1,-808.4,131.6078,1151.3,2482.65,E,0.61,72.22,[]
2574,France,FR,FR,2022-07-17,94.2344,430.4139,21.89,854.81,35.6,-819.2,131.6078,1151.3,2482.65,C,0.62,71.6,[]
2575,France,FR,FR,2022-07-16,93.4152,430.4139,21.7,966.48,28.7,-937.8,131.6078,1151.3,2482.65,C,0.71,70.98,[]
2576,France,FR,FR,2022-07-15,92.4774,430.4139,21.49,865.41,111.6,-753.8,131.6078,1151.3,2482.65,C,0.57,70.27,[]
2577,France,FR,FR,2022-07-14,91.7236,430.4139,21.31,802.48,85,-717.5,131.6078,1151.3,2482.65,C,0.55,69.69,[]
2578,France,FR,FR,2022-07-13,91.0061,430.4139,21.14,636.04,96.2,-539.8,131.6078,1151.3,2482.65,C,0.41,69.15,[]
2579,France,FR,FR,2022-07-12,90.4663,430.4139,21.02,656.71,168.2,-488.5,131.6078,1151.3,2482.65,C,0.37,68.74,[]
2580,France,FR,FR,2022-07-11,89.9778,430.4139,20.9,557.39,289.8,-267.6,131.6078,1151.3,2482.65,C,0.2,68.37,[]
2581,France,FR,FR,2022-07-10,89.7103,430.4139,20.84,864.8,37,-827.8,131.6078,1151.3,2482.65,C,0.63,68.16,[]
2582,France,FR,FR,2022-07-09,88.8825,430.4139,20.65,923.08,27.5,-895.5,131.6078,1151.3,2482.65,C,0.68,67.54,[]
2583,France,FR,FR,2022-07-08,87.9869,430.4139,20.44,726.59,62.8,-663.8,131.6078,1151.3,2482.65,C,0.5,66.86,[]
2584,France,FR,FR,2022-07-07,87.3231,430.4139,20.29,846.97,40.9,-806.1,131.6078,1151.3,2482.65,C,0.61,66.35,[]
2585,France,FR,FR,2022-07-06,86.5171,430.4139,20.1,761.34,50.9,-710.4,131.6078,1151.3,2482.65,C,0.54,65.74,[]
2586,France,FR,FR,2022-07-05,85.8067,430.4139,19.94,723.9,74,-649.9,131.6078,1151.3,2482.65,C,0.49,65.2,[]
2587,France,FR,FR,2022-07-04,85.1567,430.4139,19.78,720.98,56.4,-664.5,131.6078,1151.3,2482.65,C,0.5,64.7,[]
2588,France,FR,FR,2022-07-03,84.4948,430.4139,19.63,840.55,52.8,-787.8,131.6078,1151.3,2482.65,C,0.6,64.2,[]
2589,France,FR,FR,2022-07-02,83.707,430.4139,19.45,829.41,22.4,-807,131.6078,1151.3,2482.65,C,0.61,63.6,[]
2590,France,FR,FR,2022-07-01,82.9,430.4139,19.26,810.18,54,-756.2,131.6078,1151.3,2482.65,C,0.57,62.99,[]
2591,France,FR,FR,2022-06-30,82.1438,430.4139,19.08,604.78,142.9,-461.9,131.6078,1151.3,2482.65,C,0.35,62.42,[]
2592,France,FR,FR,2022-06-29,81.682,430.4139,18.98,597.05,79.6,-517.5,131.6078,1151.3,2482.65,C,0.39,62.06,[]
2593,France,FR,FR,2022-06-28,81.1611,430.4139,18.86,573.31,45,-528.3,131.6078,1151.3,2482.65,C,0.4,61.67,[]
2594,France,FR,FR,2022-06-27,80.6328,430.4139,18.73,576.42,45.7,-530.7,131.6078,1151.3,2482.65,C,0.4,61.27,[]
2595,France,FR,FR,2022-06-26,80.1022,430.4139,18.61,698.03,9,-689,131.6078,1151.3,2482.65,C,0.52,60.86,[]
2596,France,FR,FR,2022-06-25,79.4132,430.4139,18.45,709.47,2.2,-707.3,131.6078,1151.3,2482.65,C,0.54,60.34,[]
2597,France,FR,FR,2022-06-24,78.7059,430.4139,18.29,658.86,15.2,-643.7,131.6078,1151.3,2482.65,C,0.49,59.8,[]
2598,France,FR,FR,2022-06-23,78.0622,430.4139,18.14,600.32,21.2,-579.1,131.6078,1151.3,2482.65,C,0.44,59.31,[]
2599,France,FR,FR,2022-06-22,77.6101,430.4139,18.03,518.87,50.3,-468.5,131.6078,1151.3,2482.65,E,0.36,58.97,[]
2600,France,FR,FR,2022-06-21,77.1416,430.4139,17.92,651.66,16,-635.7,131.6078,1151.3,2482.65,C,0.48,58.61,[]
2601,France,FR,FR,2022-06-20,76.5059,430.4139,17.77,492.86,90.7,-402.2,131.6078,1151.3,2482.65,C,0.31,58.13,[]
2602,France,FR,FR,2022-06-19,76.1037,430.4139,17.68,594.39,31.8,-562.6,131.6078,1151.3,2482.65,C,0.43,57.83,[]
2603,France,FR,FR,2022-06-18,75.5411,430.4139,17.55,634.99,58.3,-576.7,131.6078,1151.3,2482.65,C,0.44,57.4,[]
2604,France,FR,FR,2022-06-17,74.9645,430.4139,17.42,517.75,51.6,-466.2,131.6078,1151.3,2482.65,C,0.35,56.96,[]
2605,France,FR,FR,2022-06-16,74.4983,430.4139,17.31,523.18,28.1,-495.1,131.6078,1151.3,2482.65,C,0.38,56.61,[]
2606,France,FR,FR,2022-06-15,74.0032,430.4139,17.19,476.35,16.5,-459.8,131.6078,1151.3,2482.65,C,0.35,56.23,[]
2607,France,FR,FR,2022-06-14,73.5433,430.4139,17.09,492.76,64.1,-428.6,131.6078,1151.3,2482.65,C,0.33,55.88,[]
2608,France,FR,FR,2022-06-13,73.1147,430.4139,16.99,520.87,98.1,-422.8,131.6078,1151.3,2482.65,C,0.32,55.55,[]
2609,France,FR,FR,2022-06-12,71.9189,430.4139,16.71,827.79,19.1,-808.7,131.6078,1151.3,2482.65,C,0.61,54.65,[]
2610,France,FR,FR,2022-06-11,71.1102,430.4139,16.52,797.25,18.8,-778.5,131.6078,1151.3,2482.65,C,0.59,54.03,[]
2611,France,FR,FR,2022-06-10,70.3317,430.4139,16.34,273.04,361.3,88.3,131.6078,1151.3,2482.65,C,-0.07,53.44,[]
2612,France,FR,FR,2022-06-09,71.1931,430.4139,16.54,184.53,399.4,214.9,131.6078,1151.3,2482.65,C,-0.16,54.09,[]
2613,France,FR,FR,2022-06-08,71.6817,430.4139,16.65,265.83,280.4,14.6,131.6078,1151.3,2482.65,E,-0.01,54.47,[]
2614,France,FR,FR,2022-06-07,71.6963,430.4139,16.66,365.86,219.8,-146,131.6078,1151.3,2482.65,C,0.11,54.48,[]
2615,France,FR,FR,2022-06-06,71.5503,430.4139,16.62,576.32,84.9,-491.4,131.6078,1151.3,2482.65,C,0.37,54.37,[]
2616,France,FR,FR,2022-06-05,71.0589,430.4139,16.51,659.16,75.3,-583.9,131.6078,1151.3,2482.65,C,0.44,53.99,[]
2617,France,FR,FR,2022-06-04,70.475,430.4139,16.37,672.29,67.4,-604.9,131.6078,1151.3,2482.65,C,0.46,53.55,[]
2618,France,FR,FR,2022-06-03,69.8701,430.4139,16.23,583.83,89.3,-494.5,131.6078,1151.3,2482.65,C,0.38,53.09,[]
2619,France,FR,FR,2022-06-02,69.3757,430.4139,16.12,615.83,121.8,-494.1,131.6078,1151.3,2482.65,C,0.38,52.71,[]
2620,France,FR,FR,2022-06-01,68.8817,430.4139,16,519.2,124.2,-395,131.6078,1151.3,2482.65,C,0.3,52.34,[]
2621,France,FR,FR,2022-05-31,68.4867,430.4139,15.91,588.4,102,-486.4,131.6078,1151.3,2482.65,C,0.37,52.04,[]
2622,France,FR,FR,2022-05-30,68.0003,430.4139,15.8,668.09,105.3,-562.8,131.6078,1151.3,2482.65,C,0.43,51.67,[]
2623,France,FR,FR,2022-05-29,67.4374,430.4139,15.67,863.36,44,-819.4,131.6078,1151.3,2482.65,C,0.62,51.24,[]
2624,France,FR,FR,2022-05-28,66.6181,430.4139,15.48,931.18,34.4,-896.7,131.6078,1151.3,2482.65,C,0.68,50.62,[]
2625,France,FR,FR,2022-05-27,65.7213,430.4139,15.27,968.59,5.2,-963.4,131.6078,1151.3,2482.65,C,0.73,49.94,[]
2626,France,FR,FR,2022-05-26,64.758,430.4139,15.05,971.42,13.3,-958.1,131.6078,1151.3,2482.65,C,0.73,49.21,[]
2627,France,FR,FR,2022-05-25,63.7998,430.4139,14.82,839.92,22.1,-817.8,131.6078,1151.3,2482.65,C,0.62,48.48,[]
2628,France,FR,FR,2022-05-24,62.9825,430.4139,14.63,886.83,24.9,-862,131.6078,1151.3,2482.65,C,0.65,47.86,[]
2629,France,FR,FR,2022-05-23,62.1204,430.4139,14.43,884.28,87.2,-797.1,131.6078,1151.3,2482.65,C,0.61,47.2,[]
2630,France,FR,FR,2022-05-22,61.3234,430.4139,14.25,1062,1.2,-1060.8,131.6078,1151.3,2482.65,C,0.81,46.6,[]
2631,France,FR,FR,2022-05-21,60.2626,430.4139,14,984.52,9.2,-975.4,131.6078,1151.3,2482.65,C,0.74,45.79,[]
2632,France,FR,FR,2022-05-20,59.2872,430.4139,13.77,710.34,45,-665.4,131.6078,1151.3,2482.65,C,0.51,45.05,[]
2633,France,FR,FR,2022-05-19,58.4477,430.4139,13.58,730.86,82.4,-648.4,131.6078,1151.3,2482.65,E,0.49,44.41,[]
2634,France,FR,FR,2022-05-18,57.7993,430.4139,13.43,628.44,88.1,-540.4,131.6078,1151.3,2482.65,C,0.41,43.92,[]
2635,France,FR,FR,2022-05-17,57.259,430.4139,13.3,847.26,4.3,-843,131.6078,1151.3,2482.65,C,0.64,43.51,[]
2636,France,FR,FR,2022-05-16,56.416,430.4139,13.11,842.5,14,-828.5,131.6078,1151.3,2482.65,C,0.63,42.87,[]
2637,France,FR,FR,2022-05-15,55.5875,430.4139,12.91,878.34,1.3,-877,131.6078,1151.3,2482.65,C,0.67,42.24,[]
2638,France,FR,FR,2022-05-14,54.7105,430.4139,12.71,864.44,7.7,-856.7,131.6078,1151.3,2482.65,C,0.65,41.57,[]
2639,France,FR,FR,2022-05-13,53.8537,430.4139,12.51,820.2,44.9,-775.3,131.6078,1151.3,2482.65,C,0.59,40.92,[]
2640,France,FR,FR,2022-05-12,53.0785,430.4139,12.33,830.67,16.2,-814.5,131.6078,1151.3,2482.65,C,0.62,40.33,[]
2641,France,FR,FR,2022-05-11,52.264,430.4139,12.14,833.99,27.3,-806.7,131.6078,1151.3,2482.65,C,0.61,39.71,[]
2642,France,FR,FR,2022-05-10,51.4573,430.4139,11.96,852.3,47,-805.3,130.4608,1138.44,2455.62,C,0.62,39.44,[]
2643,France,FR,FR,2022-05-09,50.652,430.4139,11.77,785.83,55,-730.8,130.4608,1138.44,2455.62,C,0.56,38.83,[]
2644,France,FR,FR,2022-05-08,49.9173,430.4139,11.6,910.08,1.4,-908.7,130.4608,1138.44,2455.62,C,0.7,38.26,[]
2645,France,FR,FR,2022-05-07,49.0086,430.4139,11.39,877.43,5.7,-871.7,130.4608,1138.44,2455.62,C,0.67,37.57,[]
2646,France,FR,FR,2022-05-06,48.1368,430.4139,11.18,924.46,101.6,-822.9,130.4608,1138.44,2455.62,C,0.63,36.9,[]
2647,France,FR,FR,2022-05-05,47.3078,430.4139,10.99,790.4,52.4,-738,130.4608,1138.44,2455.62,C,0.57,36.26,[]
2648,France,FR,FR,2022-05-04,46.5698,430.4139,10.82,803.97,30.4,-773.6,130.4608,1138.44,2455.62,C,0.59,35.7,[]
2649,France,FR,FR,2022-05-03,45.7962,430.4139,10.64,847.31,31.7,-815.7,130.4608,1138.44,2455.62,C,0.63,35.1,[]
2650,France,FR,FR,2022-05-02,44.9806,430.4139,10.45,780.69,79.8,-700.9,130.4608,1138.44,2455.62,C,0.54,34.48,[]
2651,France,FR,FR,2022-05-01,44.2797,430.4139,10.29,832.89,57.1,-775.8,130.4608,1138.44,2455.62,C,0.59,33.94,[]
2652,France,FR,FR,2022-04-30,43.5039,430.4139,10.11,829.46,6.2,-823.3,130.4608,1138.44,2455.62,C,0.63,33.35,[]
2653,France,FR,FR,2022-04-29,42.6806,430.4139,9.92,722.73,44,-678.8,130.4608,1138.44,2455.62,C,0.52,32.72,[]
2654,France,FR,FR,2022-04-28,42.0019,430.4139,9.76,732.12,92.7,-639.4,130.4608,1138.44,2455.62,C,0.49,32.2,[]
2655,France,FR,FR,2022-04-27,41.365,430.4139,9.61,621.23,134.4,-486.8,130.4608,1138.44,2455.62,C,0.37,31.71,[]
2656,France,FR,FR,2022-04-26,40.8781,430.4139,9.5,566.31,156,-410.4,130.4608,1138.44,2455.62,C,0.31,31.33,[]
2657,France,FR,FR,2022-04-25,40.4678,430.4139,9.4,586.88,173.7,-413.2,130.4608,1138.44,2455.62,C,0.32,31.02,[]
2658,France,FR,FR,2022-04-24,40.0546,430.4139,9.31,803.26,68.5,-734.8,130.4608,1138.44,2455.62,C,0.56,30.7,[]
2659,France,FR,FR,2022-04-23,39.3198,430.4139,9.14,861.12,75.5,-785.6,130.4608,1138.44,2455.62,C,0.6,30.14,[]
